"sample","easting","northing","altitude","mintemp","precipitation","distwater","aspect","slope","distfarm","distpoul","density","vegtype","dist_urb","year","island","age","malaria","lk6","lk5","kys9","ps1530","x5239s1","x7259s1","tlr4_1","tlr4_2","tlr4_3","tlr4_4","x5239s1_a","x5239s1_t","x7259s1_a","x7259s1_t","tlr4_1_a","tlr4_1_g","tlr4_2_a","tlr4_2_g","tlr4_3_c","tlr4_3_t","tlr4_4_a","tlr4_4_c","tlr4_prot_1","tlr4_prot_2","tlr4_prot_3","tlr4_prot_4","x5239s1_t_2","x7259s1_a_2","tlr4_1_g_2","tlr4_2_a_2","tlr4_3_c_2","tlr4_4_c_2","x5239s1_het","x7259s1_het","tlr4_1_het","tlr4_2_het","tlr4_3_het","tlr4_4_het","tlr4_het","distwater_cat","disturb_cat","distfarm_cat","distpoul_cat"
1633,371742.661,3657712.94,82.4,13.00170832,418.8097578,303.1131746,"SE",3.154074192,1224.982045,1224.982045,6.646349935,"grass",561.6739386,2016,"PS","juvenile","N","N","N","N","N","AA","TT","AA","AA","CC","CC",1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","median far","median close"
1634,371775.249,3657776.83,79,13,417,234.3197053,"NE",2.814086825,1175.949277,1175.949277,6.646349935,"grass",493.8042572,2016,"PS","adult","Y","Y","N","N","N","TT","TT","AA","AA","CC","CC",0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,2,0,0,2,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","far","median far","median close"
1635,371656.466,3657905.91,82.5,13,418.0617162,276.9594584,"E",2.837138748,1267.240981,1267.240981,6.574834809,"grass",523.4940812,2016,"PS","adult","Y","N","Y","N","N","TT","TT","AA","GG","TT","AA",0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","far","median close"
1636,371398.728,3657978.04,99.5,13,412,421.5471863,"NE",7.346918106,1500.130024,1500.130024,5.395921266,"grass",750.9069385,2016,"PS","adult","Y","N","Y","N","N","AA","TT","AA","AA","CC","CC",1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","far","median close"
1637,371014.156,3657779.05,171.75,13,412,843.3776736,"S",10.58567309,1921.215537,1921.215537,5.279071517,"grass",1171.7769,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AA","CC","CC",1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","far","median far"
1638,371014.156,3657779.05,171.75,13,412,843.3776736,"S",10.58567309,1921.215537,1921.215537,5.279071517,"grass",1171.7769,2016,"PS","juvenile","N","N","N","N","N","AT","TT","AA","AG","CT",NA,1,1,0,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,"heterozygous","homozygous","homozygous","heterozygous","heterozygous",NA,NA,"far","far","far","median far"
1639,371014.156,3657779.05,171.75,13,412,843.3776736,"S",10.58567309,1921.215537,1921.215537,5.279071517,"grass",1171.7769,2016,"PS","juvenile","N","N","N","N","N","AT","TT","AA","AG","CT","AC",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,"heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","far","far","far","median far"
1640,372811.671,3657545.99,54.5,13.0873449,410.2655433,148.7900628,"SE",4.696036696,541.4607247,541.4607247,5.696835313,"grass",312.3632843,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","median close","far","median close","close"
1641,372807.476,3657510.56,54.5,13.0999224,409.0077978,115.5952242,"SE",5.07943356,577.0610208,577.0610208,5.696835313,"grass",348.0389474,2016,"PS","adult","Y","Y","N","N","N","TT","TT","AA","GG","CT","AC",0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,2,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","far","median close","close"
1642,372725.435,3657521.6,62.5,13.09778324,409.2217135,167.65848,"E",4.673293948,586.9066338,586.9066338,5.696835313,"grass",347.3523807,2016,"PS","adult","Y","Y","N","N","N","AT","AT","AA","AA","CC","CC",1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","far","median close","close"
1643,372820.665,3657663.42,57.33333333,13.01687478,417.3125287,246.3298658,"E",4.211422145,424.5936646,424.5936646,5.696835313,"grass",194.6377029,2016,"PS","adult","Y","Y","N","N","N","TT","TT","AA","AG","CC","CC",0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,2,0,0,1,2,2,"homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","median close","median far","close","close"
1644,372361.67,3657700.43,88,13.01454722,418.2360475,422.4940856,"NE",9.033423615,667.4099462,667.4099462,6.590769623,"grass",264.3920249,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","median far","median far","median close","close"
1645,373147.91,3657404.13,28.25,13.26903995,406.85572,83.58885455,"E",1.933472872,714.0637,714.0637,5.696835313,"grass",253.7951564,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","close","median far","median close","close"
1646,373147.91,3657404.13,28.25,13.26903995,406.85572,83.58885455,"E",1.933472872,714.0637,714.0637,5.696835313,"grass",253.7951564,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AA","CC","CC",1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median close","close"
1647,373189.501,3657875.99,37,13.10000038,414.2302441,379.8362652,"SE",2.000481367,343.3228865,343.3228865,5.695013983,"arable",68.89199317,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CT","AC",1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,"homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","median far","median close","close","close"
1648,373177.837,3657840.66,35.5,13.10000038,414.3687551,342.7227758,"SE",2.000481367,356.4583827,356.4583827,5.696835313,"arable",103.3989334,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AA","CC","CC",1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","close","close"
1649,373069.227,3657602.53,34.2,13.05190668,413.8093523,97.01347888,"E",2.008400655,500.8781587,500.8781587,5.696835313,"grass",286.870748,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CT","AC",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,"heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","close","far","median close","close"
1650,373100.382,3657772.9,36.4,13,419,264.7657667,"SE",2.384516895,358.6593833,358.6593833,5.696835313,"grass",144.3222299,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","close","close"
1651,375943.735,3661216.29,327.4,11.97992132,483.0039303,1442.637633,"SW",6.981829882,950.1816595,950.1816595,3.164899492,"grass",802.453466,2016,"PS","juvenile","N","N","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","far","median far","median close"
1652,375885.353,3661250.3,332.5,11.95990355,484.0048148,1376.643376,"W",7.945610046,884.3671562,884.3671562,3.164899492,"grass",734.8906758,2016,"PS","juvenile","N","N","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","far","median far","median close"
1653,375667.991,3660306.04,137.5,12.37200946,455.2337873,911.4699747,"S",5.114767599,126.4190774,126.4190774,2.215421231,"grass",118.4567697,2016,"PS","adult","Y","Y","N","N","N","TT","TT","AA","GG","CT","AC",0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,2,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","median far","close","close"
1654,375120.631,3660505.95,143.4,12.30000019,460,607.1302728,"SW",9.743099403,525.7153821,525.7153821,2.531925203,"grass",245.5166943,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","CT","AC",1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median close","close"
1655,374211.191,3658170,44,13.10000038,413,1150.968044,"SW",5.146400154,402.3498242,402.3498242,3.481391645,"arable",22.29252591,2016,"PS","adult","Y","Y","N","N","N","AA","TT","AA","AG","CC","CC",1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,2,2,"homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","close","close","close"
1656,374322.549,3658333.8,56.8,13.10000038,413,1029.367402,"S",1.739757109,283.2536147,283.2536147,3.481391645,"arable",107.5051406,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","GG","TT","AA",1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median close","close","close"
1657,374192.821,3658266.71,50,13.10000038,413,1052.690761,"SW",2.911963749,304.2741628,304.2741628,3.481391645,"arable",77.1044735,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CC","CC",1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,2,2,"heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","heterozygous","far","median close","close","close"
1658,374102.951,3659485.46,75.25,12.94438098,418.5561881,251.0139313,"E",2.067716678,56.03669066,56.03669066,5.380352976,"arable",19.83938938,2016,"PS","adult","Y","Y","N","N","N","AT","TT","AA","AG","CT","AC",1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,"heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","heterozygous","median close","close","close","close"
<<<<<<< HEAD
=======
=======
"sample","easting","northing","altitude","mintemp","precipitation","distwater","aspect","slope","distfarm","distpoul","density","vegtype","dist_urb","year","island","age","malaria","lk6","lk5","kys9","ps1530","x5239s1","x7259s1","tlr4_1","tlr4_2","tlr4_3","tlr4_4","x5239s1_a","x5239s1_t","x7259s1_a","x7259s1_t","tlr4_1_a","tlr4_1_g","tlr4_2_a","tlr4_2_g","tlr4_3_c","tlr4_3_t","tlr4_4_a","tlr4_4_c","tlr4_prot_1","tlr4_prot_2","tlr4_prot_3","tlr4_prot_4","x5239s1_t_2","x7259s1_a_2","tlr4_1_g_2","tlr4_2_a_2","tlr4_3_c_2","tlr4_4_c_2","x5239s1_het","x7259s1_het","tlr4_1_het","tlr4_2_het","tlr4_3_het","tlr4_4_het","tlr4_het","distwater_cat","disturb_cat","distfarm_cat","distpoul_cat"
1101,335589,3099408,19,14.2,257,252.84375,"SE",2.751,389.477855,389.477855,0.407,"Grass",113.960466,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","close","close"
1102,335599,3099416,19,14.2,257,252.84375,"SE",2.751,389.477855,389.477855,0.407,"Grass",113.960466,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","TT","AC",1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,2,0,0,0,1,"homozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median close","median far","close","close"
1103,334526,3099143,37,14.2,263,0,"S",0.82,1399.224428,1399.224428,0.407,"Urban",107.841385,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median close","far","median close"
1104,365384,3134564,55,14.2,277.8283,349.646629,"E",4.93,1276.027037,1276.027037,0.814,"Shrub",77.347778,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median close","far","median close"
1105,365385,3134565,52,14.2,277.7438,350.779155,"E",4.876,1277.297537,1277.297537,0.814,"Shrub",78.761011,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","CC",1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2,"homozygous","heterozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","median far","median close","far","median close"
1106,365464,3134550,46,14.2,269.6461,427.287631,"E",4.842,1331.896767,1347.727346,0.814,"Shrub",102.801197,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","median close","far","median close"
1107,366308,3134625,7,14.5,263,743.260595,"E",2.342,2063.620604,2105.131112,0.611,"Shrub",42.749726,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","close","far","median far"
1108,366328,3134635,7,14.5,263,743.260595,"E",2.342,2063.620604,2105.131112,0.611,"Shrub",42.749726,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","far","close","far","median far"
1109,366451,3133811,3,14.5,263,638.538022,"NE",2.502,1960.190041,1981.226387,0.611,"Shrub",118.022132,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","TT","AC",1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,2,0,0,0,1,"homozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median far","median far","far","median far"
1111,366517,3133537,17,14.5,263,731.450224,"E",5.083,2000.257233,2013.340011,0.611,"Shrub",80.595189,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","TT","CC",1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median close","far","median far"
1112,364691,3131607,65,14.4,263,71.198053,"S",10.355,921.912143,1977.861976,0.611,"Shrub",5.864903,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","close","median far","median far"
1113,361675,3125064,153,13.7,259,151.658758,"SE",9.927,474.071724,474.071724,0.611,"Shrub",95.901454,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","median close","close"
1114,361317,3125055,192,13.7,267.681,147.530942,"E",8.153,304.868824,304.868824,0.611,"Urban",4.115927,2011,"TF","adult","Y","Y","N","N","N","AT","AT","AA","GG","CC","CC",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,2,2,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","close","close","close"
1115,360775,3125908,343,12.4,321,2.893623,"SE",8.926,271.280297,727.486082,0.611,"Urban",94.510188,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","close","close"
1116,360984,3122855,86,13.8,259,24.857061,"E",6.382,692.301235,1855.157675,0.458,"Shrub",58.270532,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median close","median close","median far"
1117,361173,3122839,53,14.2,259,184.156448,"E",5.988,586.204742,1834.099506,0.458,"Shrub",158.608224,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median far","median close","median far"
1118,359665,3120372,94,14.26,261.9474,65.490725,"SE",5.589,1143.741666,2916.923379,0.763,"Shrub",109.913445,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median far"
1119,359673,3120293,83,14.39,261.4326,144.736087,"S",10.373,1194.10971,2855.053239,0.763,"Shrub",72.209884,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","TT","AA",1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","median far","median far"
1120,358890,3120846,134,13.6,272.8642,62.682616,"S",8.954,1133.194599,3033.408149,0.763,"Shrub",130.972726,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median far"
1121,358968,3120985,160,13.6,277.9734,110.089527,"E",6.662,972.100817,3193.363117,0.967,"Shrub",140.012628,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AA",1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median far","median far"
1122,358870,3120856,134,13.6,272.8642,62.682616,"S",8.954,1133.194599,3033.408149,0.763,"Shrub",130.972726,2011,"TF","adult","N","N","N","N","N","TT","AA","AA","GG","CC","CC",0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,2,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median far"
1123,359231,3115941,1,14.39,255,924.12337,"E",1.37,1674.510674,2275.304155,0.509,"Grass",51.726078,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","far","median close","far","median far"
1124,359159,3115988,6,14.27,255,838.63252,"SE",2.769,1606.12982,2198.998408,0.458,"Grass",67.355867,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","TT","AC",1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,"homozygous","heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","far","median close","far","median far"
1125,359489,3114764,22,14.3,256,222.562212,"NE",1.518,2838.038935,3443.34866,0.509,"Shrub",50.052341,2011,"TF","adult","N","N","N","N","N","AT","AT","AA","GG","TT","AA",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,"heterozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median close","far","far"
1126,359509,3114774,22,14.3,256,222.562212,"NE",1.518,2838.038935,3443.34866,0.509,"Shrub",50.052341,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","far","far"
1127,359482,3114258,7,14.4,254,278.674248,"E",2.241,2813.163699,3908.966743,0.509,"Shrub",111.610981,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","TT","AC",1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,"heterozygous","homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","median far","median far","far","far"
1128,358525,3116437,35,14.1,265,86.151957,"S",6.754,1079.800907,1537.080674,0.611,"Shrub",205.684427,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","close","median far","median far","median close"
1129,357555,3114169,60,14.1,255,532.937201,"SE",3.984,914.597179,3686.006646,0.763,"Shrub",122.067307,2011,"TF","adult","Y","Y","N","N","N","AT","AA","AA","GG","CT","AC",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,2,0,0,1,1,"heterozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","far"
1130,357575,3114189,60,14.1,255,532.937201,"SE",3.984,914.597179,3686.006646,0.763,"Shrub",122.067307,2011,"TF","adult","N","N","N","N","N","AA","AA","AA","GG","CT","AC",1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","far"
1131,356472,3112946,81,14,263,170.906692,"S",2.088,714.548808,3116.555309,0.407,"Shrub",98.421718,2011,"TF","adult","N","N","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median close","median close","median close","median far"
1132,356227,3111860,19,14.37,255.7339,371.981582,"E",5.542,758.18863,3135.592448,0.254,"Shrub",149.153307,2011,"TF","adult","N","N","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median far","median far","median far"
1133,355551,3111191,44,14.4,256,205.956609,"SW",7.331,682.683674,2926.359683,0.407,"Shrub",131.082819,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CC","CC",1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,2,2,"heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","median close","median far"
1134,354750,3109830,38,14.4,255.5324,94.661216,"SE",3.315,781.158114,3582.251387,0.407,"Shrub",268.356188,2011,"TF","adult","Y","Y","N","N","N","TT","AT","AA","GG","CT","AC",0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","close","median far","median far","far"
1135,352248,3106825,9,14.4,254,471.586037,"SE",2.788,2954.331057,3032.942465,0.203,"Shrub",490.43696,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","far","far","median far"
1136,351120,3107097,71,13.87,266.8415,253.714352,"SE",3.589,2314.362979,2314.362979,0.254,"Shrub",298.540066,2011,"TF","adult","Y","Y","N","N","N","AA","TT","AA","GG","CC","CC",1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","far","far","median far"
1137,351140,3107105,71,13.87,266.8415,253.714352,"SE",3.589,2314.362979,2314.362979,0.254,"Shrub",298.540066,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CC","CC",1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,2,"homozygous","heterozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","far","far","median far"
1138,348157,3103604,47,14.16,257,30.049064,"S",1.957,1315.129271,1315.129271,0.407,"Urban",39.557023,2011,"TF","adult","N","N","N","N","N","AT","TT","AA","GG","CT","CC",1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,2,"heterozygous","homozygous","homozygous","homozygous","heterozygous","homozygous","homozygous","close","close","far","median close"
1139,348284,3103519,38,14.2,257,178.289466,"E",6.352,1298.816769,1298.816769,0.407,"Shrub",162.061487,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median close","median far","far","median close"
1140,347024,3104459,76,13.71,271,516.319192,"S",1.327,911.653442,2036.606245,0.509,"Grass",69.462646,2011,"TF","adult","N","N","N","N","N","AA","TT","AA","GG","CT","AC",1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,"homozygous","homozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","median close","median far","median far"
1141,346874,3105618,141,13.6,278,300.306848,"S",4.683,675.562728,1818.366849,0.356,"Shrub",34.983369,2011,"TF","adult","Y","Y","N","N","N","AA","AA","AA","GG","CC","CC",1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,2,2,"homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","homozygous","median far","close","median close","median close"
1142,353992,3112888,170,13.3,292,598.587611,"NE",2.3,676.533073,676.533073,0.458,"Shrub",409.843289,2011,"TF","adult","Y","Y","N","N","N","AA","AT","AA","GG","CT","AC",1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,"homozygous","heterozygous","homozygous","homozygous","heterozygous","heterozygous","heterozygous","median far","far","median close","close"
